"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","Distrust for TLS After Date","Distrust for S/MIME After Date","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","Test Website - Valid","Test Website - Expired","Test Website - Revoked","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Certificate Practice & Policy Statement (CP/CPS)","Standard Audit","NetSec Audit","TLS BR Audit","TLS EVG Audit","S/MIME BR Audit","Audit Firm","Standard Audit Type","Standard Audit Statement Dt"
"SECOM Trust Systems Co., Ltd.","SECOM Trust Systems CO.,LTD.","","Security Communication ECC RootCA1","00D65D9BB378812EEB","E74FBDA55BD564C473A36B441AA799C8A68E077440E8288B9FA1E50E4BBACA11","F743468AC39CFF6BE00274601319C01105751650973D151FDBE4AB26384EA670","2016.06.16","2038.01.18","EC secp384r1","ecdsaWithSHA384","Websites","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1313982","NSS 3.83","Firefox 106","https://sr5v.secom-cert.jp/","https://sr5e.secom-cert.jp/","https://sr5r.secom-cert.jp/","","http://www.secomtrust.net/","Japan","","","https://repo1.secomtrust.net/spcpp/publicly-trusted-cpcps/","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=61a1e198-3c05-4088-a56d-3cd80ba6fd1c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ba5e0c0f-7e74-4906-9228-05d16fb1f201","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=9a779169-0d92-40a8-b032-ac2b28163bf1","","","KPMG","WebTrust","2025.08.05"
"SECOM Trust Systems Co., Ltd.","SECOM Trust Systems CO.,LTD.","Security Communication RootCA2","Security Communication RootCA2","00","513B2CECB810D4CDE5DD85391ADFC6C2DD60D87BB736D2B521484AA47A0EBEF6","DC3155F3F25CC4EAF8D8E8DACBD3E1CC224E00D4CCB304DE9EF8BA3595AE7183","2009.05.29","2029.05.29","RSA 2048 bits","SHA256WithRSA","Websites;Email","","","1.2.392.200091.100.721.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1096205","NSS 3.13.2","Firefox 11","https://ev2v.secomtrust.net/","https://ev2e.secomtrust.net/","https://ev2r.secomtrust.net/","","http://www.secomtrust.net/","Japan","","","https://repo1.secomtrust.net/spcpp/publicly-trusted-cpcps/","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=61a1e198-3c05-4088-a56d-3cd80ba6fd1c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=ba5e0c0f-7e74-4906-9228-05d16fb1f201","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=9a779169-0d92-40a8-b032-ac2b28163bf1","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=977836e8-6a2b-4aba-bbcc-b8e9047fe9c6","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1abe1e05-482b-484b-8fdf-bbbc151eb97e","KPMG","WebTrust","2025.08.05"
"Sectigo","Comodo CA Limited","","AAA Certificate Services","01","D7A7A0FB5D7E2731D771E9484EBCDEF71D5F0C3E0A2948782BC83EE0EA699EF4","4216F920B2A81EC8F89BCCD93195B5CC05A6A121E269310BFF0A37722F13C553","2004.01.01","2028.12.31","RSA 2048 bits","SHA1WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=249710","","Firefox 1","https://aaacertificateservices.comodoca.com/","https://aaacertificateservices.comodoca.com:442/","https://aaacertificateservices.comodoca.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf; https://www.sectigo.com/uploads/files/Code-Signing-CP-CPS-1.0.3.pdf; https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf; https://www.sectigo.com/uploads/files/Sectigo_CP-CPS_Document_Signing_v1_0_4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","COMODO CA Limited","","COMODO Certification Authority","4E812D8A8265E00B02EE3E350246E53D","0C2CD63DF7806FA399EDE809116B575BF87989F06518F9808C860503178BAF66","54BAEAD2D52D6D8AD6B2A2F4A037C8F383C91C4930D6B2AE7F8ACC381EE1DA18","2006.12.01","2029.12.31","RSA 2048 bits","SHA1WithRSA","Websites;Email","","","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=401587","NSS 3.11.10","Firefox 3.0.2","https://comodocertificationauthority-ev.comodoca.com/","https://comodocertificationauthority-ev.comodoca.com:442/","https://comodocertificationauthority-ev.comodoca.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf; https://www.sectigo.com/uploads/files/Code-Signing-CP-CPS-1.0.3.pdf; https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf; https://www.sectigo.com/uploads/files/Sectigo_CP-CPS_Document_Signing_v1_0_4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","COMODO CA Limited","","COMODO ECC Certification Authority","1F47AFAA62007050544C019E9B63992A","1793927A0614549789ADCE2F8F34F7F0B66D0F3AE3A3B84D21EC15DBBA4FADC7","96018C01276E7AB9236A6409175A7FB894B397580F0E86235D795818BFEC6C88","2008.03.06","2038.01.18","EC secp384r1","ecdsaWithSHA384","Websites;Email","","","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=421946","NSS 3.12.1","Firefox 3.0.2","https://comodoecccertificationauthority-ev.comodoca.com/","https://comodoecccertificationauthority-ev.comodoca.com:442/","https://comodoecccertificationauthority-ev.comodoca.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf; https://www.sectigo.com/uploads/files/Code-Signing-CP-CPS-1.0.3.pdf; https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf; https://www.sectigo.com/uploads/files/Sectigo_CP-CPS_Document_Signing_v1_0_4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","COMODO CA Limited","","COMODO RSA Certification Authority","4CAAF9CADB636FE01FF74ED85B03869D","52F0E1C4E58EC629291B60317F074671B85D7EA80D5B07273463534B32B40234","27F1002A447C5BA03C4EB9053FD514E8EB88E5873415ABC4D66DF060634DFD57","2010.01.19","2038.01.18","RSA 4096 bits","SHA384WithRSA","Websites;Email","","","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://comodorsacertificationauthority-ev.comodoca.com/","https://comodorsacertificationauthority-ev.comodoca.com:442/","https://comodorsacertificationauthority-ev.comodoca.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf; https://www.sectigo.com/uploads/files/Code-Signing-CP-CPS-1.0.3.pdf; https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf; https://www.sectigo.com/uploads/files/Sectigo_CP-CPS_Document_Signing_v1_0_4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","Sectigo Limited","","Sectigo Public Email Protection Root E46","6EF5D3A7418EA05940A7306BD2406556","22D9599234D60F1D4BC7C7E96F43FA555B07301FD475175089DAFB8C25E477B3","FE41A4C06BF1388459CB59B5984400216DC78DB5D43832FC490060E1EEB84E31","2021.03.22","2046.03.21","EC secp384r1","ecdsaWithSHA384","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1817340","NSS 3.92","Firefox 117","","","","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","Sectigo Limited","","Sectigo Public Email Protection Root R46","1D449EB90D839174AEDDF2EB88B7A6A3","D5917A7791EB7CF20A2E57EB98284A67B28A57E89182DA53D546678C9FDE2B4F","32A3D94542432E06121D8529E0A0DDD6E3F345E45590111788BD9918F81381DC","2021.03.22","2046.03.21","RSA 4096 bits","SHA384WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1817340","NSS 3.92","Firefox 117","","","","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","Sectigo Limited","","Sectigo Public Server Authentication Root E46","42F2CCDA1B6937445F15FE752810B8F4","C90F26F0FB1B4018B22227519B5CA2B53E2CA5B3BE5CF18EFE1BEF47380C5383","2F73E128136B03E27004EAF65EDA94D7C3CF9FCC8B54327FF66B2310C8C33B9E","2021.03.22","2046.03.21","EC secp384r1","ecdsaWithSHA384","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1817340","NSS 3.92","Firefox 117","https://sectigopublicserverauthenticationroote46-ev.sectigo.com/","https://sectigopublicserverauthenticationroote46-ev.sectigo.com:442/","https://sectigopublicserverauthenticationroote46-ev.sectigo.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","Sectigo Limited","","Sectigo Public Server Authentication Root R46","758DFD8BAE7C0700FAA925A7E1C7AD14","7BB647A62AEEAC88BF257AA522D01FFEA395E0AB45C73F93F65654EC38F25A06","FEE26299AF4C0A25BAEF5EDD49517F967DEABDAF6BCE57786C1A9D95ECB49154","2021.03.22","2046.03.21","RSA 4096 bits","SHA384WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1817340","NSS 3.92","Firefox 117","https://sectigopublicserverauthenticationrootr46-ev.sectigo.com/","https://sectigopublicserverauthenticationrootr46-ev.sectigo.com:442/","https://sectigopublicserverauthenticationrootr46-ev.sectigo.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","The USERTRUST Network","","USERTrust ECC Certification Authority","5C8B99C55A94C5D27156DECD8980CC26","4FF460D54B9C86DABFBCFC5712E0400D2BED3FBC4D4FBDAA86E06ADCD2A9AD7A","BD4673B81A34DDAF33BD8B31AECBBC59F08E3D238B0738F4F4F2468D81AADDD8","2010.02.01","2038.01.18","EC secp384r1","ecdsaWithSHA384","Websites;Email","","","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://usertrustecccertificationauthority-ev.comodoca.com/","https://usertrustecccertificationauthority-ev.comodoca.com:442/","https://usertrustecccertificationauthority-ev.comodoca.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf; https://www.sectigo.com/uploads/files/Code-Signing-CP-CPS-1.0.3.pdf; https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf; https://www.sectigo.com/uploads/files/Sectigo_CP-CPS_Document_Signing_v1_0_4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Sectigo","The USERTRUST Network","","USERTrust RSA Certification Authority","01FD6D30FCA3CA51A81BBC640E35032D","E793C9B02FD8AA13E21C31228ACCB08119643B749C898964B1746D46C3D4CBD2","B42A394214C81E41F0B38102B01511D9FCAAAAB1FB32678C4944CE8E31837DB6","2010.02.01","2038.01.18","RSA 4096 bits","SHA384WithRSA","Websites;Email","","","1.3.6.1.4.1.6449.1.2.1.5.1","https://bugzilla.mozilla.org/show_bug.cgi?id=606947","NSS 3.17.3","Firefox 36","https://usertrustrsacertificationauthority-ev.comodoca.com/","https://usertrustrsacertificationauthority-ev.comodoca.com:442/","https://usertrustrsacertificationauthority-ev.comodoca.com:444/","","https://sectigo.com/","USA, UK, Global","","","https://www.sectigo.com/uploads/files/Sectigo_TLS_CPS_v6_1_1.pdf; https://www.sectigo.com/uploads/files/Code-Signing-CP-CPS-1.0.3.pdf; https://www.sectigo.com/uploads/files/SMIME-CP-CPS-1.0.4.pdf; https://www.sectigo.com/uploads/files/Sectigo_CP-CPS_Document_Signing_v1_0_4.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5792ed9b-6b8c-4748-9018-07f091a5acc9","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=578b3634-5990-411c-a1ae-48caf4681992","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=2add394e-171a-4751-b3ff-ec79750654e7","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=e42f7208-6837-4dcc-8123-a6f799a3e31c","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=be4ac4cc-0aca-4472-a790-8a1708b4b4e1","BDO International Limited","WebTrust","2025.06.17"
"Shanghai Electronic Certification Authority Co., Ltd.","UniTrust","","UCA Extended Validation Root","4FD22B8FF564C8339E4F345866237060","D43AF9B35473755C9684FC06D7D8CB70EE5C28E773FB294EB41EE71722924D24","FDEED5B2F5818F96D79C0E6AFDBBB6902B5EE6E38838626AE63D0D9E4F1F3C05","2015.03.13","2038.12.31","RSA 4096 bits","SHA256WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1309797","NSS 3.41","Firefox 65","https://rsaevg3.good.sheca.com/","https://rsaevg3.expired.sheca.com/","https://rsaevg3.revoked.sheca.com/","","https://www.sheca.com/repository","China","https://assets-cdn.sheca.com/documents/UniTrust%20EV%20Certificate%20Policy%20v1.7.4.pdf; https://assets-cdn.sheca.com/documents/UniTrust%20Certificate%20Policy%20v1.5.9.pdf; https://assets-cdn.sheca.com/documents/UniTrust%20EV%20Certificate%20Policy%20v1.7.4.pdf","https://assets-cdn.sheca.com/documents/UniTrust%20EV%20Certification%20Practice%20Statement%20v1.5.9.pdf; https://assets-cdn.sheca.com/documents/UniTrust%20Certification%20Practice%20Statement%20v3.8.1.pdf; https://assets-cdn.sheca.com/documents/UniTrust%20EV%20Certification%20Practice%20Statement%20v1.5.8.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=08330740-61ae-46bb-9343-b6f4e76ca394","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5386e5ab-993d-4f04-a299-6024ea459ff1","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1af8fc0b-7044-48a5-a857-f874bca3420f","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=61607f7e-ff19-4f49-a278-0163553a3780","","PwC - PricewaterhouseCoopers International Limited","WebTrust","2025.05.09"
"Shanghai Electronic Certification Authority Co., Ltd.","UniTrust","","UCA Global G2 Root","5DDFB1DA5AA3ED5DBE5A6520650390EF","9BEA11C976FE014764C1BE56A6F914B5A560317ABD9988393382E5161AA0493C","32B915B58CBF59C721C68E35BCD237F543020BA7576D272E5232221EEEA12172","2016.03.11","2040.12.31","RSA 4096 bits","SHA256WithRSA","Websites;Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1309797","NSS 3.41","Firefox 65","https://rsaovg5.good.sheca.com/","https://rsaovg5.expired.sheca.com/","https://rsaovg5.revoked.sheca.com/","","https://www.sheca.com/repository","China","https://assets-cdn.sheca.com/documents/UniTrust%20Certificate%20Policy%20v1.5.9.pdf; https://assets-cdn.sheca.com/documents/UniTrust%20EV%20Certificate%20Policy%20v1.7.4.pdf","https://assets-cdn.sheca.com/documents/UniTrust%20EV%20Certification%20Practice%20Statement%20v1.5.9.pdf; https://assets-cdn.sheca.com/documents/UniTrust%20Certification%20Practice%20Statement%20v3.8.1.pdf","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=08330740-61ae-46bb-9343-b6f4e76ca394","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5386e5ab-993d-4f04-a299-6024ea459ff1","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=1af8fc0b-7044-48a5-a857-f874bca3420f","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=61607f7e-ff19-4f49-a278-0163553a3780","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=7446de41-0342-4583-acc8-e273a64e248d","PwC - PricewaterhouseCoopers International Limited","WebTrust","2025.05.09"
"SSL.com","SSL Corporation","","SSL.com Client ECC Root CA 2022","76F8481EAEF03C701FE03F25540183D5","AD7DD58D03AEDB22A30B5084394920CE12230C2D8017AD9B81AB04079BDD026B","FB47272E959464E8A4C3BBB31DA3B6D22C42EC54E6D833E1970BA908C6518717","2022.08.25","2046.08.19","EC secp384r1","ecdsaWithSHA384","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1799703","NSS 3.92","Firefox 117","","","","","https://www.ssl.com/","USA, Global","","","https://legal.ssl.com/documents/SSLcom-CP-CPS.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=944e279c-bb1a-4f44-9c71-b0c9965b55d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=6ffe172c-3303-4f0e-b3e1-a48bca911947","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5b5a316b-6fe4-4449-a18d-8585bb0c113e","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=95ef11c4-3eb3-485f-956b-55766e3dfb85","BDO International Limited","WebTrust","2024.09.04"
"SSL.com","SSL Corporation","","SSL.com Client RSA Root CA 2022","76AFEE88931545B650539B809CA4DF9A","1D4CA4A2AB21D0093659804FC0EB2175A617279B56A2475245C9517AFEB59153","030A920BD4A65E7330B564B38CB03359DBC0F4A12C9EE7C74C84476F8E8A488B","2022.08.25","2046.08.19","RSA 4096 bits","SHA256WithRSA","Email","","","","https://bugzilla.mozilla.org/show_bug.cgi?id=1799703","NSS 3.92","Firefox 117","","","","","https://www.ssl.com/","USA, Global","","","https://legal.ssl.com/documents/SSLcom-CP-CPS.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=944e279c-bb1a-4f44-9c71-b0c9965b55d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=6ffe172c-3303-4f0e-b3e1-a48bca911947","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=5b5a316b-6fe4-4449-a18d-8585bb0c113e","","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=95ef11c4-3eb3-485f-956b-55766e3dfb85","BDO International Limited","WebTrust","2024.09.04"
"SSL.com","SSL Corporation","","SSL.com EV Root Certification Authority ECC","2C299C5B16ED0595","22A2C1F7BDED704CC1E701B5F408C310880FE956B5DE2A4A44F99C873A25A7C8","8733B45ABC0458A8C549F543580C96AD198CA0ED99056511558685220D49BA8C","2016.02.12","2041.02.12","EC secp384r1","ecdsaWithSHA256","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-ev-ecc.ssl.com/","https://expired-ecc-ev.ssl.com","https://revoked-ecc-ev.ssl.com","","https://www.ssl.com/","USA, Global","","","https://legal.ssl.com/documents/SSLcom-CP-CPS.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=944e279c-bb1a-4f44-9c71-b0c9965b55d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=6ffe172c-3303-4f0e-b3e1-a48bca911947","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=4efd36d4-eab4-43a3-89d9-6cf2a2ba569a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=dabd4719-5d1b-499e-b2f7-ea5ff5fe7169","","BDO International Limited","WebTrust","2024.09.04"
"SSL.com","SSL Corporation","","SSL.com EV Root Certification Authority RSA R2","56B629CD34BC78F6","2E7BF16CC22485A7BBE2AA8696750761B0AE39BE3B2FE9D0CC6D4EF73491425C","99C0B11A1CAAB0880079E929C0AE65A135624FA93D3FFAC24117DEAF338C8A40","2017.05.31","2042.05.30","RSA 4096 bits","SHA256WithRSA","Websites","","","2.23.140.1.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-ev-rsa.ssl.com","https://expired-rsa-ev.ssl.com","https://revoked-rsa-ev.ssl.com/","","https://www.ssl.com/","USA, Global","","","https://legal.ssl.com/documents/SSLcom-CP-CPS.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=944e279c-bb1a-4f44-9c71-b0c9965b55d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=6ffe172c-3303-4f0e-b3e1-a48bca911947","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=4efd36d4-eab4-43a3-89d9-6cf2a2ba569a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=dabd4719-5d1b-499e-b2f7-ea5ff5fe7169","","BDO International Limited","WebTrust","2024.09.04"
"SSL.com","SSL Corporation","","SSL.com Root Certification Authority ECC","75E6DFCBC1685BA8","3417BB06CC6007DA1B961C920B8AB4CE3FAD820E4AA30B9ACBC4A74EBDCEBC65","EDF7703BAE9BC0A42010AB9EF4A92E88B44FF37F1E6810AE1E610AABECB501F3","2016.02.12","2041.02.12","EC secp384r1","ecdsaWithSHA256","Websites;Email","","","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1277336","NSS 3.34","Firefox 58","https://test-dv-ecc.ssl.com","https://expired-ecc-dv.ssl.com","https://revoked-ecc-dv.ssl.com","","https://www.ssl.com/","USA, Global","","","https://legal.ssl.com/documents/SSLcom-CP-CPS.pdf","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=944e279c-bb1a-4f44-9c71-b0c9965b55d2","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=6ffe172c-3303-4f0e-b3e1-a48bca911947","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=4efd36d4-eab4-43a3-89d9-6cf2a2ba569a","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=dabd4719-5d1b-499e-b2f7-ea5ff5fe7169","https://www.cpacanada.ca/api/getPDFWebTrust?attachmentId=95ef11c4-3eb3-485f-956b-55766e3dfb85","BDO International Limited","WebTrust","2024.09.04"
